	Name_neighbourhood_group	neighbourhood_group	Name_neighbourhood	neighbourhood	Name_room_type	room_type	Name_bed_type	bed_type	Name_risk_rating	risk_rating	Name_cancellation_policy	cancellation_policy	neighbourhood_group	neighbourhood	room_type
3882	Central Region	0	Downtown Core	10	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	10	0
3883	Central Region	0	Downtown Core	10	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	10	0
3884	Central Region	0	Geylang	11	Private room	2	Real Bed	4	High risk	0	flexible	0	0	11	2
3885	Central Region	0	Downtown Core	10	Private room	2	Real Bed	4	Low risk	1	moderate	1	0	10	2
3886	Central Region	0	Outram	23	Private room	2	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	23	2
3887	Central Region	0	Kallang	15	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	2
3888	Central Region	0	Outram	23	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	23	0
3889	Central Region	0	Geylang	11	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	2
3890	West Region	4	Jurong East	13	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	4	13	0
3891	Central Region	0	Rochor	29	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	29	0
3892	Central Region	0	Rochor	29	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	29	2
3893	Central Region	0	Queenstown	27	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	27	0
3894	Central Region	0	Downtown Core	10	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	10	0
3895	Central Region	0	Downtown Core	10	Entire home/apt	0	Real Bed	4	Low risk	1	flexible	0	0	10	0
3896	Central Region	0	Downtown Core	10	Entire home/apt	0	Real Bed	4	Medium risk	2	strict_14_with_grace_period	2	0	10	0
3897	Central Region	0	Downtown Core	10	Hotel room	1	Real Bed	4	High risk	0	moderate	1	0	10	1
3898	Central Region	0	Downtown Core	10	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	10	0
3899	East Region	1	Bedok	1	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	1	1	2
3900	West Region	4	Jurong East	13	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	4	13	2
3901	West Region	4	Jurong West	14	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	4	14	2
3902	West Region	4	Jurong East	13	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	4	13	0
3903	Central Region	0	Outram	23	Private room	2	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	23	2
3904	Central Region	0	Downtown Core	10	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	10	0
3905	Central Region	0	Downtown Core	10	Entire home/apt	0	Real Bed	4	Low risk	1	flexible	0	0	10	0
3906	Central Region	0	Downtown Core	10	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	10	0
3907	Central Region	0	Downtown Core	10	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	10	0
3908	Central Region	0	Downtown Core	10	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	10	0
3909	Central Region	0	Downtown Core	10	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	10	0
3910	Central Region	0	Kallang	15	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	2
3911	West Region	4	Jurong East	13	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	4	13	0
3912	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	11	0
3913	Central Region	0	Bukit Merah	4	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	4	0
3914	West Region	4	Jurong East	13	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	4	13	2
3915	Central Region	0	Bishan	2	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	2	0
3916	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	Medium risk	2	strict_14_with_grace_period	2	0	11	0
3917	Central Region	0	Toa Payoh	38	Entire home/apt	0	Real Bed	4	High risk	0	moderate	1	0	38	0
3918	West Region	4	Jurong West	14	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	4	14	2
3919	Central Region	0	River Valley	28	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	28	0
3920	Central Region	0	Bukit Merah	4	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	4	0
3921	Central Region	0	Downtown Core	10	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	10	0
3922	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	0
3923	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	0
3924	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	0
3925	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	0
3926	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	0
3927	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	0
3928	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	0
3929	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	0
3930	Central Region	0	Downtown Core	10	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	10	0
3931	Central Region	0	Downtown Core	10	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	10	0
3932	Central Region	0	Outram	23	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	23	0
3933	Central Region	0	Downtown Core	10	Private room	2	Real Bed	4	Low risk	1	moderate	1	0	10	2
3934	Central Region	0	River Valley	28	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	28	0
3935	Central Region	0	Novena	21	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	21	0
3936	Central Region	0	Novena	21	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	21	0
3937	Central Region	0	Novena	21	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	21	0
3938	Central Region	0	Singapore River	33	Hotel room	1	Real Bed	4	High risk	0	moderate	1	0	33	1
3939	West Region	4	Choa Chu Kang	8	Private room	2	Real Bed	4	High risk	0	flexible	0	4	8	2
3940	Central Region	0	Downtown Core	10	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	10	0
3941	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	0
3942	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	0
3943	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	0
3944	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	0
3945	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	0
3946	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	0
3948	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	Medium risk	2	strict_14_with_grace_period	2	0	15	0
3949	Central Region	0	Geylang	11	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	2
3950	Central Region	0	Novena	21	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	21	0
3951	Central Region	0	Novena	21	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	21	0
3952	Central Region	0	Singapore River	33	Entire home/apt	0	Real Bed	4	Medium risk	2	moderate	1	0	33	0
3953	Central Region	0	Queenstown	27	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	27	0
3954	Central Region	0	Novena	21	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	21	0
3955	North-East Region	3	Punggol	26	Private room	2	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	3	26	2
3956	Central Region	0	Geylang	11	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	2
3957	Central Region	0	Marine Parade	18	Private room	2	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	18	2
3958	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	0
3959	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	0
3960	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	0
3961	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	0
3962	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	0
3963	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	0
3964	Central Region	0	Outram	23	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	23	0
3965	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	High risk	0	moderate	1	0	15	0
3966	East Region	1	Tampines	36	Private room	2	Real Bed	4	High risk	0	flexible	0	1	36	2
3967	Central Region	0	Rochor	29	Shared room	3	Real Bed	4	High risk	0	flexible	0	0	29	3
3968	West Region	4	Clementi	9	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	4	9	0
3969	Central Region	0	Downtown Core	10	Private room	2	Real Bed	4	Low risk	1	moderate	1	0	10	2
3970	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	Medium risk	2	strict_14_with_grace_period	2	0	15	0
3971	Central Region	0	Novena	21	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	21	0
3972	Central Region	0	Bishan	2	Private room	2	Real Bed	4	High risk	0	flexible	0	0	2	2
3973	Central Region	0	Downtown Core	10	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	10	0
3974	Central Region	0	Downtown Core	10	Entire home/apt	0	Real Bed	4	Low risk	1	moderate	1	0	10	0
3975	West Region	4	Jurong East	13	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	4	13	0
3976	Central Region	0	Kallang	15	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	2
3977	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	Medium risk	2	strict_14_with_grace_period	2	0	15	0
3978	Central Region	0	Outram	23	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	23	0
3979	Central Region	0	Outram	23	Entire home/apt	0	Real Bed	4	High risk	0	flexible	0	0	23	0
3980	West Region	4	Jurong East	13	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	4	13	0
3981	Central Region	0	Outram	23	Hotel room	1	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	23	1
3982	Central Region	0	Outram	23	Hotel room	1	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	23	1
3983	Central Region	0	Outram	23	Hotel room	1	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	23	1
3984	Central Region	0	Outram	23	Hotel room	1	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	23	1
3985	Central Region	0	Outram	23	Hotel room	1	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	23	1
3986	Central Region	0	Downtown Core	10	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	10	0
3987	Central Region	0	Downtown Core	10	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	10	0
3988	Central Region	0	Downtown Core	10	Private room	2	Real Bed	4	Medium risk	2	moderate	1	0	10	2
3989	Central Region	0	Toa Payoh	38	Private room	2	Real Bed	4	High risk	0	flexible	0	0	38	2
3990	Central Region	0	River Valley	28	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	28	0
3991	Central Region	0	Downtown Core	10	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	10	0
3992	Central Region	0	Outram	23	Private room	2	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	23	2
3993	East Region	1	Bedok	1	Private room	2	Real Bed	4	High risk	0	flexible	0	1	1	2
3994	Central Region	0	Kallang	15	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	2
3995	Central Region	0	Kallang	15	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	2
3996	Central Region	0	Rochor	29	Entire home/apt	0	Real Bed	4	High risk	0	flexible	0	0	29	0
3997	East Region	1	Pasir Ris	24	Private room	2	Real Bed	4	High risk	0	moderate	1	1	24	2
3998	Central Region	0	Outram	23	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	23	2
3999	Central Region	0	Downtown Core	10	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	10	0
4000	Central Region	0	Downtown Core	10	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	10	0
4001	Central Region	0	Outram	23	Entire home/apt	0	Real Bed	4	High risk	0	flexible	0	0	23	0
4002	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	15	0
4003	Central Region	0	Geylang	11	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	2
4004	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	Medium risk	2	strict_14_with_grace_period	2	0	15	0
4005	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	0
4006	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	0
4007	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	0
4008	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	0
4009	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	0
4010	Central Region	0	Novena	21	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	21	0
4011	Central Region	0	Novena	21	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	21	0
4012	Central Region	0	Novena	21	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	21	0
4013	Central Region	0	Rochor	29	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	29	0
4014	Central Region	0	Rochor	29	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	29	0
4015	Central Region	0	Rochor	29	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	29	0
4016	Central Region	0	Novena	21	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	21	0
4017	Central Region	0	Novena	21	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	21	0
4018	Central Region	0	Downtown Core	10	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	10	0
4019	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	15	0
4020	Central Region	0	Kallang	15	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	2
4021	Central Region	0	Outram	23	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	23	2
4022	East Region	1	Bedok	1	Private room	2	Real Bed	4	High risk	0	moderate	1	1	1	2
4023	Central Region	0	Tanglin	37	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	37	0
4024	Central Region	0	Kallang	15	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	2
4025	Central Region	0	Outram	23	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	23	2
4026	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	Medium risk	2	strict_14_with_grace_period	2	0	15	0
4027	Central Region	0	Outram	23	Private room	2	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	23	2
4028	East Region	1	Bedok	1	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	1	1	2
4029	Central Region	0	Kallang	15	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	2
4030	Central Region	0	Kallang	15	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	2
4031	West Region	4	Choa Chu Kang	8	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	4	8	2
4032	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	11	0
4033	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	11	0
4034	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	Medium risk	2	strict_14_with_grace_period	2	0	15	0
4035	Central Region	0	Downtown Core	10	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	10	0
4036	Central Region	0	Downtown Core	10	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	10	0
4037	Central Region	0	Downtown Core	10	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	10	0
4038	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	15	0
4039	Central Region	0	Outram	23	Private room	2	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	23	2
4040	Central Region	0	Novena	21	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	21	0
4041	Central Region	0	Tanglin	37	Private room	2	Real Bed	4	Low risk	1	flexible	0	0	37	2
4042	Central Region	0	Kallang	15	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	2
4043	Central Region	0	Marine Parade	18	Entire home/apt	0	Real Bed	4	Medium risk	2	strict_14_with_grace_period	2	0	18	0
4044	East Region	1	Pasir Ris	24	Private room	2	Real Bed	4	High risk	0	flexible	0	1	24	2
4045	North Region	2	Sembawang	30	Private room	2	Real Bed	4	High risk	0	flexible	0	2	30	2
4046	West Region	4	Jurong East	13	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	4	13	0
4047	Central Region	0	Queenstown	27	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	27	0
4048	Central Region	0	Queenstown	27	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	27	0
4049	Central Region	0	River Valley	28	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	28	0
4051	Central Region	0	Kallang	15	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	2
4052	Central Region	0	Bukit Merah	4	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	4	0
4053	Central Region	0	Geylang	11	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	2
4054	Central Region	0	Kallang	15	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	2
4055	Central Region	0	Downtown Core	10	Entire home/apt	0	Real Bed	4	Low risk	1	moderate	1	0	10	0
4056	Central Region	0	Museum	19	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	19	0
4057	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	High risk	0	flexible	0	0	11	0
4058	Central Region	0	Downtown Core	10	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	10	0
4059	Central Region	0	Rochor	29	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	29	0
4060	Central Region	0	Rochor	29	Private room	2	Real Bed	4	High risk	0	flexible	0	0	29	2
4061	Central Region	0	River Valley	28	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	28	2
4062	Central Region	0	Bukit Merah	4	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	4	0
4063	Central Region	0	Bukit Merah	4	Private room	2	Real Bed	4	High risk	0	flexible	0	0	4	2
4064	Central Region	0	Bukit Merah	4	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	4	0
4065	Central Region	0	Marine Parade	18	Entire home/apt	0	Real Bed	4	Low risk	1	flexible	0	0	18	0
4066	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	11	0
4067	West Region	4	Jurong West	14	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	4	14	2
4068	Central Region	0	Geylang	11	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	2
4070	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	11	0
4071	Central Region	0	Kallang	15	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	2
4072	North-East Region	3	Hougang	12	Private room	2	Real Bed	4	High risk	0	flexible	0	3	12	2
4073	North-East Region	3	Serangoon	32	Private room	2	Real Bed	4	High risk	0	flexible	0	3	32	2
4074	North-East Region	3	Hougang	12	Private room	2	Real Bed	4	High risk	0	flexible	0	3	12	2
4075	Central Region	0	Downtown Core	10	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	10	0
4076	Central Region	0	River Valley	28	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	28	0
4077	Central Region	0	River Valley	28	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	28	0
4078	Central Region	0	River Valley	28	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	28	2
4079	Central Region	0	River Valley	28	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	28	2
4080	Central Region	0	River Valley	28	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	28	2
4081	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	0
4082	West Region	4	Jurong East	13	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	4	13	2
4083	Central Region	0	Kallang	15	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	2
4084	Central Region	0	Kallang	15	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	2
4085	Central Region	0	Bukit Timah	6	Shared room	3	Real Bed	4	High risk	0	moderate	1	0	6	3
4086	Central Region	0	River Valley	28	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	28	2
4087	Central Region	0	River Valley	28	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	28	2
4088	Central Region	0	Kallang	15	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	2
4089	Central Region	0	Kallang	15	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	2
4090	Central Region	0	Bukit Timah	6	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	6	0
4091	Central Region	0	Rochor	29	Entire home/apt	0	Real Bed	4	Medium risk	2	strict_14_with_grace_period	2	0	29	0
4092	Central Region	0	Rochor	29	Shared room	3	Real Bed	4	High risk	0	moderate	1	0	29	3
4093	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	High risk	0	flexible	0	0	15	0
4094	Central Region	0	River Valley	28	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	28	0
4095	Central Region	0	Kallang	15	Private room	2	Real Bed	4	Medium risk	2	strict_14_with_grace_period	2	0	15	2
4096	East Region	1	Tampines	36	Private room	2	Real Bed	4	High risk	0	flexible	0	1	36	2
4097	Central Region	0	Bukit Merah	4	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	4	0
4098	Central Region	0	Geylang	11	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	2
4099	Central Region	0	Kallang	15	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	2
4100	East Region	1	Bedok	1	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	1	1	2
4101	East Region	1	Bedok	1	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	1	1	2
4102	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	0
4103	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	0
4104	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	0
4105	Central Region	0	Novena	21	Hotel room	1	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	21	1
4106	Central Region	0	Novena	21	Hotel room	1	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	21	1
4107	Central Region	0	Novena	21	Hotel room	1	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	21	1
4108	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	11	0
4109	Central Region	0	Novena	21	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	21	0
4110	Central Region	0	Bukit Merah	4	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	4	0
4111	Central Region	0	Novena	21	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	21	0
4112	Central Region	0	Bukit Merah	4	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	4	0
4113	Central Region	0	Outram	23	Private room	2	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	23	2
4114	Central Region	0	Novena	21	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	21	0
4115	Central Region	0	Novena	21	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	21	0
4116	Central Region	0	Kallang	15	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	2
4117	Central Region	0	Marine Parade	18	Entire home/apt	0	Real Bed	4	Medium risk	2	moderate	1	0	18	0
4118	Central Region	0	Outram	23	Private room	2	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	23	2
4119	Central Region	0	Downtown Core	10	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	10	0
